datetime,sensor,value,time_idx
2003-02-13,0,0.76055,3423
2003-02-14,0,0.76775,3424
2003-02-17,0,0.7712,3425
2003-02-18,0,0.76845,3426
2003-02-19,0,0.77795,3427
2003-02-20,0,0.77905,3428
2003-02-21,0,0.77795,3429
2003-02-24,0,0.77435,3430
2003-02-25,0,0.76965,3431
2003-02-26,0,0.75745,3432
2003-02-27,0,0.76775,3433
2003-02-28,0,0.77255,3434
2003-03-03,0,0.77905,3435
2003-03-04,0,0.77625,3436
2003-03-05,0,0.7793,3437
2003-03-06,0,0.77015,3438
2003-03-07,0,0.7595,3439
2003-03-10,0,0.7561,3440
2003-03-11,0,0.76235,3441
2003-03-12,0,0.76155,3442
2003-03-13,0,0.7672,3443
2003-03-14,0,0.77955,3444
2003-03-17,0,0.78635,3445
2003-03-18,0,0.78905,3446
2003-03-19,0,0.7899,3447
2003-03-20,0,0.79215,3448
2003-03-21,0,0.79845,3449
2003-03-24,0,0.78905,3450
2003-03-25,0,0.79105,3451
2003-03-26,0,0.77065,3452
2003-03-27,0,0.78105,3453
2003-03-28,0,0.7721,3454
2003-03-31,0,0.77125,3455
2003-04-01,0,0.7733,3456
2003-04-02,0,0.77415,3457
2003-04-03,0,0.76305,3458
2003-04-04,0,0.75045,3459
2003-04-07,0,0.75085,3460
2003-04-08,0,0.7604,3461
2003-04-09,0,0.75975,3462
2003-04-10,0,0.75875,3463
2003-04-11,0,0.73845,3464
2003-04-14,0,0.73045,3465
2003-04-15,0,0.73605,3466
2003-04-16,0,0.74215,3467
2003-04-17,0,0.74045,3468
2003-04-18,0,0.75175,3469
2003-04-21,0,0.7491,3470
2003-04-22,0,0.75345,3471
2003-04-23,0,0.7478,3472
2003-04-24,0,0.73785,3473
2003-04-25,0,0.7513,3474
2003-04-28,0,0.75345,3475
2003-04-29,0,0.763301,3476
2003-04-30,0,0.76805,3477
2003-05-01,0,0.75545,3478
2003-05-02,0,0.75295,3479
2003-05-05,0,0.76145,3480
2003-05-06,0,0.76855,3481
2003-05-07,0,0.75015,3482
2003-05-08,0,0.7353,3483
2003-05-09,0,0.74045,3484
2003-05-12,0,0.7451,3485
2003-05-13,0,0.74595,3486
2003-05-14,0,0.73225,3487
2003-05-15,0,0.73055,3488
2003-05-16,0,0.73525,3489
2003-05-19,0,0.7361,3490
2003-05-20,0,0.7205,3491
2003-05-21,0,0.72025,3492
2003-05-22,0,0.7309,3493
2003-05-23,0,0.73225,3494
2003-05-26,0,0.72285,3495
2003-05-27,0,0.71785,3496
2003-05-28,0,0.6961,3497
2003-05-29,0,0.6975,3498
2003-05-30,0,0.69905,3499
2003-06-02,0,0.68705,3500
2003-06-03,0,0.69185,3501
2003-06-04,0,0.68635,3502
2003-06-05,0,0.6873,3503
2003-06-06,0,0.69625,3504
2003-06-09,0,0.69925,3505
2003-06-10,0,0.6972,3506
2003-06-11,0,0.70795,3507
2003-06-12,0,0.70755,3508
2003-06-13,0,0.714,3509
2003-06-16,0,0.71655,3510
2003-06-17,0,0.7058,3511
2003-06-18,0,0.68915,3512
2003-06-19,0,0.6984,3513
2003-06-20,0,0.70585,3514
2003-06-23,0,0.7009,3515
2003-06-24,0,0.68965,3516
2003-06-25,0,0.6966,3517
2003-06-26,0,0.68735,3518
2003-06-27,0,0.69705,3519
2003-06-30,0,0.68725,3520
2003-07-01,0,0.68305,3521
2003-07-02,0,0.68945,3522
2003-07-03,0,0.6904,3523
2003-07-04,0,0.68765,3524
2003-07-07,0,0.68775,3525
2003-07-08,0,0.70045,3526
2003-07-09,0,0.69985,3527
2003-07-10,0,0.69955,3528
2003-07-11,0,0.69065,3529
2003-07-14,0,0.69775,3530
2003-07-15,0,0.70525,3531
2003-07-16,0,0.71265,3532
2003-07-17,0,0.71255,3533
2003-07-18,0,0.71345,3534
2003-07-21,0,0.72275,3535
2003-07-22,0,0.72025,3536
2003-07-23,0,0.72335,3537
2003-07-24,0,0.72715,3538
2003-07-25,0,0.72485,3539
2003-07-28,0,0.72395,3540
2003-07-29,0,0.72275,3541
2003-07-30,0,0.73215,3542
2003-07-31,0,0.73235,3543
2003-08-01,0,0.72735,3544
2003-08-04,0,0.71525,3545
2003-08-05,0,0.71295,3546
2003-08-06,0,0.70875,3547
2003-08-07,0,0.7092,3548
2003-08-08,0,0.69995,3549
2003-08-11,0,0.69775,3550
2003-08-12,0,0.69915,3551
2003-08-13,0,0.70265,3552
2003-08-14,0,0.70275,3553
2003-08-15,0,0.70275,3554
2003-08-18,0,0.70295,3555
2003-08-19,0,0.70405,3556
2003-08-20,0,0.70315,3557
2003-08-21,0,0.714,3558
2003-08-22,0,0.71535,3559
2003-08-25,0,0.71255,3560
2003-08-26,0,0.71415,3561
2003-08-27,0,0.71425,3562
2003-08-28,0,0.71695,3563
2003-08-29,0,0.71845,3564
2003-09-01,0,0.71555,3565
2003-09-02,0,0.71535,3566
2003-09-03,0,0.72435,3567
2003-09-04,0,0.72385,3568
2003-09-05,0,0.71355,3569
2003-09-08,0,0.70475,3570
2003-09-09,0,0.70575,3571
2003-09-10,0,0.70315,3572
2003-09-11,0,0.699252,3573
2003-09-12,0,0.69925,3574
2003-09-15,0,0.70445,3575
2003-09-16,0,0.70025,3576
2003-09-17,0,0.69615,3577
2003-09-18,0,0.69095,3578
2003-09-19,0,0.69405,3579
2003-09-22,0,0.69245,3580
2003-09-23,0,0.692449,3581
2003-09-24,0,0.68915,3582
2003-09-25,0,0.69645,3583
2003-09-26,0,0.69935,3584
2003-09-29,0,0.70235,3585
2003-09-30,0,0.69515,3586
2003-10-01,0,0.69845,3587
2003-10-02,0,0.69795,3588
2003-10-03,0,0.777821,3589
2003-10-06,0,0.70395,3590
2003-10-07,0,0.70585,3591
2003-10-08,0,0.71355,3592
2003-10-09,0,0.71205,3593
2003-10-10,0,0.71395,3594
2003-10-13,0,0.71795,3595
2003-10-14,0,0.71685,3596
2003-10-15,0,0.717927,3597
2003-10-16,0,0.716846,3598
2003-10-17,0,0.721652,3599
2003-10-20,0,0.72385,3600
2003-10-21,0,0.723851,3601
2003-10-22,0,0.72815,3602
2003-10-23,0,0.73345,3603
2003-10-24,0,0.72935,3604
2003-10-27,0,0.72305,3605
2003-10-28,0,0.72855,3606
2003-10-29,0,0.73135,3607
2003-10-30,0,0.72525,3608
2003-10-31,0,0.72675,3609
2003-11-03,0,0.73605,3610
2003-11-04,0,0.73695,3611
2003-11-05,0,0.74175,3612
2003-11-06,0,0.74715,3613
2003-11-07,0,0.74585,3614
2003-11-10,0,0.74465,3615
2003-11-11,0,0.74575,3616
2003-11-12,0,0.74825,3617
2003-11-13,0,0.74855,3618
2003-11-14,0,0.74575,3619
2003-11-17,0,0.74575,3620
2003-11-18,0,0.75645,3621
2003-11-19,0,0.75735,3622
2003-11-20,0,0.76355,3623
2003-11-21,0,0.75715,3624
2003-11-24,0,0.76015,3625
2003-11-25,0,0.75965,3626
2003-11-26,0,0.76475,3627
2003-11-27,0,0.76965,3628
2003-11-28,0,0.76995,3629
2003-12-01,0,0.77355,3630
2003-12-02,0,0.78205,3631
2003-12-03,0,0.77615,3632
2003-12-04,0,0.78425,3633
2003-12-05,0,0.78255,3634
2003-12-08,0,0.78605,3635
2003-12-09,0,0.78604,3636
2003-12-10,0,0.79305,3637
2003-12-11,0,0.78935,3638
2003-12-12,0,0.77695,3639
2003-12-15,0,0.77655,3640
2003-12-16,0,0.77675,3641
2003-12-17,0,0.77505,3642
2003-12-18,0,0.78165,3643
2003-12-19,0,0.77725,3644
2003-12-22,0,0.77445,3645
2003-12-23,0,0.75775,3646
2003-12-24,0,0.75435,3647
2003-12-25,0,0.74965,3648
2003-12-26,0,0.75865,3649
2003-12-29,0,0.75665,3650
2003-12-30,0,0.76225,3651
2003-12-31,0,0.75625,3652
2004-01-01,0,0.76485,3653
2004-01-02,0,0.764877,3654
2004-01-05,0,0.76535,3655
2004-01-06,0,0.76385,3656
2004-01-07,0,0.76665,3657
2004-01-08,0,0.77955,3658
2004-01-09,0,0.77385,3659
2004-01-12,0,0.77385,3660
2004-01-13,0,0.77945,3661
2004-01-14,0,0.76545,3662
2004-01-15,0,0.76485,3663
2004-01-16,0,0.76185,3664
2004-01-19,0,0.76535,3665
2004-01-20,0,0.75735,3666
2004-01-21,0,0.75715,3667
2004-01-22,0,0.76005,3668
2004-01-23,0,0.76275,3669
2004-01-26,0,0.76415,3670
2004-01-27,0,0.76665,3671
2004-01-28,0,0.75885,3672
2004-01-29,0,0.75875,3673
2004-01-30,0,0.75875,3674
2004-02-02,0,0.76035,3675
2004-02-03,0,0.75565,3676
2004-02-04,0,0.76235,3677
2004-02-05,0,0.75735,3678
2004-02-06,0,0.76935,3679
2004-02-09,0,0.76935,3680
2004-02-10,0,0.76935,3681
2004-02-11,0,0.76745,3682
2004-02-12,0,0.77385,3683
2004-02-13,0,0.77375,3684
2004-02-16,0,0.7748,3685
2004-02-17,0,0.7748,3686
2004-02-18,0,0.77525,3687
2004-02-19,0,0.77085,3688
2004-02-20,0,0.77515,3689
2004-02-23,0,0.77075,3690
2004-02-24,0,0.77125,3691
2004-02-25,0,0.7725,3692
2004-02-26,0,0.77075,3693
2004-02-27,0,0.76375,3694
2004-03-01,0,0.76595,3695
2004-03-02,0,0.77645,3696
2004-03-03,0,0.78355,3697
2004-03-04,0,0.7852,3698
2004-03-05,0,0.7852,3699
2004-03-08,0,0.78835,3700
2004-03-09,0,0.78655,3701
2004-03-10,0,0.78265,3702
2004-03-11,0,0.78555,3703
2004-03-12,0,0.79025,3704
2004-03-15,0,0.78925,3705
2004-03-16,0,0.79435,3706
2004-03-17,0,0.79215,3707
2004-03-18,0,0.78785,3708
2004-03-19,0,0.78335,3709
2004-03-22,0,0.78665,3710
2004-03-23,0,0.78665,3711
2004-03-24,0,0.793,3712
2004-03-25,0,0.78175,3713
2004-03-26,0,0.78165,3714
2004-03-29,0,0.7814,3715
2004-03-30,0,0.78825,3716
2004-03-31,0,0.79085,3717
2004-04-01,0,0.79065,3718
2004-04-02,0,0.79065,3719
2004-04-05,0,0.79705,3720
2004-04-06,0,0.79235,3721
2004-04-07,0,0.79015,3722
2004-04-08,0,0.78985,3723
2004-04-09,0,0.79395,3724
2004-04-12,0,0.79485,3725
2004-04-13,0,0.78785,3726
2004-04-14,0,0.79055,3727
2004-04-15,0,0.79335,3728
2004-04-16,0,0.79115,3729
2004-04-19,0,0.79095,3730
2004-04-20,0,0.79485,3731
2004-04-21,0,0.79485,3732
2004-04-22,0,0.78755,3733
2004-04-23,0,0.79125,3734
2004-04-26,0,0.77525,3735
2004-04-27,0,0.77245,3736
2004-04-28,0,0.77175,3737
2004-04-29,0,0.77155,3738
2004-04-30,0,0.77155,3739
2004-05-03,0,0.76985,3740
2004-05-04,0,0.77185,3741
2004-05-05,0,0.77275,3742
2004-05-06,0,0.77335,3743
2004-05-07,0,0.77255,3744
2004-05-10,0,0.769,3745
2004-05-11,0,0.77115,3746
2004-05-12,0,0.76655,3747
2004-05-13,0,0.76715,3748
2004-05-14,0,0.76475,3749
2004-05-17,0,0.76845,3750
2004-05-18,0,0.76905,3751
2004-05-19,0,0.77215,3752
2004-05-20,0,0.77215,3753
2004-05-21,0,0.77395,3754
2004-05-24,0,0.77255,3755
2004-05-25,0,0.77815,3756
2004-05-26,0,0.77195,3757
2004-05-27,0,0.77085,3758
2004-05-28,0,0.76835,3759
2004-05-31,0,0.76825,3760
2004-06-01,0,0.76485,3761
2004-06-02,0,0.76975,3762
2004-06-03,0,0.77525,3763
2004-06-04,0,0.77705,3764
2004-06-07,0,0.78315,3765
2004-06-08,0,0.78135,3766
2004-06-09,0,0.78135,3767
2004-06-10,0,0.77815,3768
2004-06-11,0,0.77715,3769
2004-06-14,0,0.77705,3770
2004-06-15,0,0.77925,3771
2004-06-16,0,0.78195,3772
2004-06-17,0,0.78055,3773
2004-06-18,0,0.78055,3774
2004-06-21,0,0.77945,3775
2004-06-22,0,0.77435,3776
2004-06-23,0,0.77845,3777
2004-06-24,0,0.78135,3778
2004-06-25,0,0.77595,3779
2004-06-28,0,0.77525,3780
2004-06-29,0,0.7763,3781
2004-06-30,0,0.77305,3782
2004-07-01,0,0.77555,3783
2004-07-02,0,0.77565,3784
2004-07-05,0,0.76805,3785
2004-07-06,0,0.76265,3786
2004-07-07,0,0.7608,3787
2004-07-08,0,0.76135,3788
2004-07-09,0,0.75695,3789
2004-07-12,0,0.75705,3790
2004-07-13,0,0.75795,3791
2004-07-14,0,0.75785,3792
2004-07-15,0,0.75465,3793
2004-07-16,0,0.755,3794
2004-07-19,0,0.75585,3795
2004-07-20,0,0.75915,3796
2004-07-21,0,0.76195,3797
2004-07-22,0,0.76295,3798
2004-07-23,0,0.76035,3799
2004-07-26,0,0.76125,3800
2004-07-27,0,0.76305,3801
2004-07-28,0,0.76315,3802
2004-07-29,0,0.76115,3803
2004-07-30,0,0.75755,3804
2004-08-02,0,0.75065,3805
2004-08-03,0,0.75495,3806
2004-08-04,0,0.75665,3807
2004-08-05,0,0.7548,3808
2004-08-06,0,0.7548,3809
2004-08-09,0,0.76555,3810
2004-08-10,0,0.76815,3811
2004-08-11,0,0.76955,3812
2004-08-12,0,0.76735,3813
2004-08-13,0,0.76165,3814
2004-08-16,0,0.76145,3815
2004-08-17,0,0.76105,3816
2004-08-18,0,0.76535,3817
2004-08-19,0,0.76725,3818
2004-08-20,0,0.77275,3819
2004-08-23,0,0.77655,3820
2004-08-24,0,0.7776,3821
2004-08-25,0,0.7776,3822
2004-08-26,0,0.77575,3823
2004-08-27,0,0.77745,3824
2004-08-30,0,0.77875,3825
2004-08-31,0,0.7727,3826
2004-09-01,0,0.76685,3827
2004-09-02,0,0.76925,3828
2004-09-03,0,0.76975,3829
2004-09-06,0,0.76625,3830
2004-09-07,0,0.76305,3831
2004-09-08,0,0.76005,3832
2004-09-09,0,0.75235,3833
2004-09-10,0,0.75195,3834
2004-09-13,0,0.75205,3835
2004-09-14,0,0.75055,3836
2004-09-15,0,0.74085,3837
2004-09-16,0,0.74295,3838
2004-09-17,0,0.74245,3839
2004-09-20,0,0.74195,3840
2004-09-21,0,0.74195,3841
2004-09-22,0,0.75605,3842
2004-09-23,0,0.74785,3843
2004-09-24,0,0.75325,3844
2004-09-27,0,0.74995,3845
2004-09-28,0,0.74845,3846
2004-09-29,0,0.75365,3847
2004-09-30,0,0.74955,3848
2004-10-01,0,0.75335,3849
2004-10-04,0,0.76325,3850
2004-10-05,0,0.76695,3851
2004-10-06,0,0.7652,3852
2004-10-07,0,0.7652,3853
2004-10-08,0,0.76225,3854
2004-10-11,0,0.75865,3855
2004-10-12,0,0.75485,3856
2004-10-13,0,0.75615,3857
2004-10-14,0,0.7591,3858
2004-10-15,0,0.75665,3859
2004-10-18,0,0.76095,3860
2004-10-19,0,0.7651,3861
2004-10-20,0,0.77105,3862
2004-10-21,0,0.77335,3863
2004-10-22,0,0.7684,3864
2004-10-25,0,0.76515,3865
2004-10-26,0,0.7605,3866
2004-10-27,0,0.76465,3867
2004-10-28,0,0.77375,3868
2004-10-29,0,0.77225,3869
2004-11-01,0,0.77185,3870
2004-11-02,0,0.7725,3871
2004-11-03,0,0.76835,3872
2004-11-04,0,0.76805,3873
2004-11-05,0,0.75995,3874
2004-11-08,0,0.75465,3875
2004-11-09,0,0.75465,3876
2004-11-10,0,0.75475,3877
2004-11-11,0,0.75595,3878
2004-11-12,0,0.75945,3879
2004-11-15,0,0.75815,3880
2004-11-16,0,0.75605,3881
2004-11-17,0,0.75605,3882
2004-11-18,0,0.75335,3883
2004-11-19,0,0.74665,3884
2004-11-22,0,0.75055,3885
2004-11-23,0,0.76195,3886
2004-11-24,0,0.76555,3887
2004-11-25,0,0.76795,3888
2004-11-26,0,0.76675,3889
2004-11-29,0,0.76815,3890
2004-11-30,0,0.77005,3891
2004-12-01,0,0.77505,3892
2004-12-02,0,0.773,3893
2004-12-03,0,0.77475,3894
2004-12-06,0,0.77155,3895
2004-12-07,0,0.769,3896
2004-12-08,0,0.77165,3897
2004-12-09,0,0.76745,3898
2004-12-10,0,0.76685,3899
2004-12-13,0,0.76715,3900
2004-12-14,0,0.76545,3901
2004-12-15,0,0.76735,3902
2004-12-16,0,0.76985,3903
2004-12-17,0,0.77085,3904
2004-12-20,0,0.76285,3905
2004-12-21,0,0.75825,3906
2004-12-22,0,0.75725,3907
2004-12-23,0,0.75675,3908
2004-12-24,0,0.75355,3909
2004-12-27,0,0.75635,3910
2004-12-28,0,0.75945,3911
2004-12-29,0,0.76115,3912
2004-12-30,0,0.76115,3913
2004-12-31,0,0.76325,3914
2005-01-03,0,0.76325,3915
2005-01-04,0,0.75615,3916
2005-01-05,0,0.75775,3917
2005-01-06,0,0.75685,3918
2005-01-07,0,0.75735,3919
2005-01-10,0,0.7571,3920
2005-01-11,0,0.75795,3921
2005-01-12,0,0.75255,3922
2005-01-13,0,0.75415,3923
2005-01-14,0,0.74795,3924
2005-01-17,0,0.75325,3925
2005-01-18,0,0.75235,3926
2005-01-19,0,0.75225,3927
2005-01-20,0,0.751525,3928
2005-01-21,0,0.74695,3929
2005-01-24,0,0.74995,3930
2005-01-25,0,0.75315,3931
2005-01-26,0,0.74895,3932
2005-01-27,0,0.74935,3933
2005-01-28,0,0.74945,3934
2005-01-31,0,0.74995,3935
2005-02-01,0,0.755325,3936
2005-02-02,0,0.75465,3937
2005-02-03,0,0.75685,3938
2005-02-04,0,0.75095,3939
2005-02-07,0,0.7501,3940
2005-02-08,0,0.74965,3941
2005-02-09,0,0.74825,3942
2005-02-10,0,0.744925,3943
2005-02-11,0,0.74075,3944
2005-02-14,0,0.74105,3945
2005-02-15,0,0.73445,3946
2005-02-16,0,0.73315,3947
2005-02-17,0,0.73305,3948
2005-02-18,0,0.73085,3949
2005-02-21,0,0.733225,3950
2005-02-22,0,0.73335,3951
2005-02-23,0,0.73245,3952
2005-02-24,0,0.7326,3953
2005-02-25,0,0.7326,3954
2005-02-28,0,0.73305,3955
2005-03-01,0,0.72825,3956
2005-03-02,0,0.73205,3957
2005-03-03,0,0.7313,3958
2005-03-04,0,0.73335,3959
2005-03-07,0,0.73325,3960
2005-03-08,0,0.73365,3961
2005-03-09,0,0.73645,3962
2005-03-10,0,0.73665,3963
2005-03-11,0,0.7385,3964
2005-03-14,0,0.73725,3965
2005-03-15,0,0.7358,3966
2005-03-16,0,0.735,3967
2005-03-17,0,0.7344,3968
2005-03-18,0,0.74155,3969
2005-03-21,0,0.73755,3970
2005-03-22,0,0.74005,3971
2005-03-23,0,0.74215,3972
2005-03-24,0,0.74825,3973
2005-03-25,0,0.74825,3974
2005-03-28,0,0.74635,3975
2005-03-29,0,0.75065,3976
2005-03-30,0,0.75245,3977
2005-03-31,0,0.74835,3978
2005-04-01,0,0.74995,3979
2005-04-04,0,0.75005,3980
2005-04-05,0,0.7522,3981
2005-04-06,0,0.75,3982
2005-04-07,0,0.75665,3983
2005-04-08,0,0.75315,3984
2005-04-11,0,0.75535,3985
2005-04-12,0,0.74635,3986
2005-04-13,0,0.74415,3987
2005-04-14,0,0.74385,3988
2005-04-15,0,0.74385,3989
2005-04-18,0,0.74075,3990
2005-04-19,0,0.735,3991
2005-04-20,0,0.734388,3992
2005-04-21,0,0.73145,3993
2005-04-22,0,0.72935,3994
2005-04-25,0,0.72585,3995
2005-04-26,0,0.72905,3996
2005-04-27,0,0.7317,3997
2005-04-28,0,0.73195,3998
2005-04-29,0,0.73275,3999
2005-05-02,0,0.73275,4000
2005-05-03,0,0.74205,4001
2005-05-04,0,0.74685,4002
2005-05-05,0,0.7476,4003
2005-05-06,0,0.7526,4004
2005-05-09,0,0.75225,4005
2005-05-10,0,0.749975,4006
2005-05-11,0,0.75485,4007
2005-05-12,0,0.74995,4008
2005-05-13,0,0.75515,4009
2005-05-16,0,0.75535,4010
2005-05-17,0,0.75765,4011
2005-05-18,0,0.75325,4012
2005-05-19,0,0.7511,4013
2005-05-20,0,0.74795,4014
2005-05-23,0,0.74765,4015
2005-05-24,0,0.74765,4016
2005-05-25,0,0.7469,4017
2005-05-26,0,0.74935,4018
2005-05-27,0,0.75325,4019
2005-05-30,0,0.75145,4020
2005-05-31,0,0.75285,4021
2005-06-01,0,0.75265,4022
2005-06-02,0,0.75015,4023
2005-06-03,0,0.7491,4024
2005-06-06,0,0.75785,4025
2005-06-07,0,0.75335,4026
2005-06-08,0,0.75285,4027
2005-06-09,0,0.74935,4028
2005-06-10,0,0.7492,4029
2005-06-13,0,0.7465,4030
2005-06-14,0,0.74145,4031
2005-06-15,0,0.741079,4032
2005-06-16,0,0.73995,4033
2005-06-17,0,0.740691,4034
2005-06-20,0,0.73465,4035
2005-06-21,0,0.7378,4036
2005-06-22,0,0.73675,4037
2005-06-23,0,0.73715,4038
2005-06-24,0,0.741,4039
2005-06-27,0,0.73835,4040
2005-06-28,0,0.7413,4041
2005-06-29,0,0.74005,4042
2005-06-30,0,0.7383,4043
2005-07-01,0,0.73855,4044
2005-07-04,0,0.73965,4045
2005-07-05,0,0.73855,4046
2005-07-06,0,0.735608,4047
2005-07-07,0,0.7402,4048
2005-07-08,0,0.73795,4049
2005-07-11,0,0.73755,4050
2005-07-12,0,0.74315,4051
2005-07-13,0,0.74605,4052
2005-07-14,0,0.74695,4053
2005-07-15,0,0.74395,4054
2005-07-18,0,0.74395,4055
2005-07-19,0,0.7462,4056
2005-07-20,0,0.74045,4057
2005-07-21,0,0.73435,4058
2005-07-22,0,0.732154,4059
2005-07-25,0,0.735094,4060
2005-07-26,0,0.73355,4061
2005-07-27,0,0.73355,4062
2005-07-28,0,0.73205,4063
2005-07-29,0,0.73465,4064
2005-08-01,0,0.73875,4065
2005-08-02,0,0.73865,4066
2005-08-03,0,0.73775,4067
2005-08-04,0,0.729,4068
2005-08-05,0,0.729,4069
2005-08-08,0,0.72725,4070
2005-08-09,0,0.71925,4071
2005-08-10,0,0.71865,4072
2005-08-11,0,0.71915,4073
2005-08-12,0,0.71105,4074
2005-08-15,0,0.70995,4075
2005-08-16,0,0.70835,4076
2005-08-17,0,0.70755,4077
2005-08-18,0,0.70565,4078
2005-08-19,0,0.70865,4079
2005-08-22,0,0.705827,4080
2005-08-23,0,0.7149,4081
2005-08-24,0,0.71615,4082
2005-08-25,0,0.71685,4083
2005-08-26,0,0.714175,4084
2005-08-29,0,0.72305,4085
2005-08-30,0,0.72645,4086
2005-08-31,0,0.72905,4087
2005-09-01,0,0.72535,4088
2005-09-02,0,0.7273,4089
2005-09-05,0,0.72795,4090
2005-09-06,0,0.72865,4091
2005-09-07,0,0.731576,4092
2005-09-08,0,0.7324,4093
2005-09-09,0,0.73925,4094
2005-09-12,0,0.74285,4095
2005-09-13,0,0.74465,4096
2005-09-14,0,0.73825,4097
2005-09-15,0,0.74365,4098
2005-09-16,0,0.7444,4099
2005-09-19,0,0.74535,4100
2005-09-20,0,0.74415,4101
2005-09-21,0,0.745225,4102
2005-09-22,0,0.75335,4103
2005-09-23,0,0.75575,4104
2005-09-26,0,0.7593,4105
2005-09-27,0,0.7593,4106
2005-09-28,0,0.75875,4107
2005-09-29,0,0.75765,4108
2005-09-30,0,0.76675,4109
2005-10-03,0,0.76885,4110
2005-10-04,0,0.77055,4111
2005-10-05,0,0.77205,4112
2005-10-06,0,0.77205,4113
2005-10-07,0,0.77265,4114
2005-10-10,0,0.76915,4115
2005-10-11,0,0.77255,4116
2005-10-12,0,0.7716,4117
2005-10-13,0,0.77765,4118
2005-10-14,0,0.77165,4119
2005-10-17,0,0.76245,4120
2005-10-18,0,0.76705,4121
2005-10-19,0,0.7595,4122
2005-10-20,0,0.7633,4123
2005-10-21,0,0.75445,4124
2005-10-24,0,0.7524,4125
2005-10-25,0,0.75075,4126
2005-10-26,0,0.75325,4127
2005-10-27,0,0.76015,4128
2005-10-28,0,0.757525,4129
2005-10-31,0,0.757525,4130
2005-11-01,0,0.7575,4131
2005-11-02,0,0.7585,4132
2005-11-03,0,0.76155,4133
2005-11-04,0,0.7506,4134
2005-11-07,0,0.74885,4135
2005-11-08,0,0.7506,4136
2005-11-09,0,0.7506,4137
2005-11-10,0,0.75265,4138
2005-11-11,0,0.74815,4139
2005-11-14,0,0.740775,4140
2005-11-15,0,0.74185,4141
2005-11-16,0,0.74275,4142
2005-11-17,0,0.74785,4143
2005-11-18,0,0.74345,4144
2005-11-21,0,0.73715,4145
2005-11-22,0,0.737025,4146
2005-11-23,0,0.7435,4147
2005-11-24,0,0.7389,4148
2005-11-25,0,0.7389,4149
2005-11-28,0,0.73815,4150
2005-11-29,0,0.7366,4151
2005-11-30,0,0.73865,4152
2005-12-01,0,0.73935,4153
2005-12-02,0,0.7331,4154
2005-12-05,0,0.7315,4155
2005-12-06,0,0.7315,4156
2005-12-07,0,0.73145,4157
2005-12-08,0,0.7338,4158
2005-12-09,0,0.7328,4159
2005-12-12,0,0.7278,4160
2005-12-13,0,0.739675,4161
2005-12-14,0,0.7423,4162
2005-12-15,0,0.74445,4163
2005-12-16,0,0.74355,4164
2005-12-19,0,0.74415,4165
2005-12-20,0,0.741425,4166
2005-12-21,0,0.74585,4167
2005-12-22,0,0.75095,4168
2005-12-23,0,0.74755,4169
2005-12-26,0,0.7522,4170
2005-12-27,0,0.75545,4171
2005-12-28,0,0.7529,4172
2005-12-29,0,0.7523,4173
2005-12-30,0,0.74765,4174
2006-01-02,0,0.74565,4175
2006-01-03,0,0.7504,4176
2006-01-04,0,0.75065,4177
2006-01-05,0,0.751,4178
2006-01-06,0,0.753325,4179
2006-01-09,0,0.7535,4180
2006-01-10,0,0.7615,4181
2006-01-11,0,0.7624,4182
2006-01-12,0,0.7662,4183
2006-01-13,0,0.7662,4184
2006-01-16,0,0.76555,4185
2006-01-17,0,0.7646,4186
2006-01-18,0,0.76725,4187
2006-01-19,0,0.76395,4188
2006-01-20,0,0.7607,4189
2006-01-23,0,0.7655,4190
2006-01-24,0,0.7656,4191
2006-01-25,0,0.76655,4192
2006-01-26,0,0.76385,4193
2006-01-27,0,0.75805,4194
2006-01-30,0,0.76585,4195
2006-01-31,0,0.7681,4196
2006-02-01,0,0.76665,4197
2006-02-02,0,0.76665,4198
2006-02-03,0,0.76705,4199
2006-02-06,0,0.75985,4200
2006-02-07,0,0.76425,4201
2006-02-08,0,0.76805,4202
2006-02-09,0,0.761825,4203
2006-02-10,0,0.7604,4204
2006-02-13,0,0.7605,4205
2006-02-14,0,0.75835,4206
2006-02-15,0,0.76145,4207
2006-02-16,0,0.76315,4208
2006-02-17,0,0.76115,4209
2006-02-20,0,0.758873,4210
2006-02-21,0,0.75765,4211
2006-02-22,0,0.75765,4212
2006-02-23,0,0.75715,4213
2006-02-24,0,0.75955,4214
2006-02-27,0,0.7632,4215
2006-02-28,0,0.76235,4216
2006-03-01,0,0.7639,4217
2006-03-02,0,0.76705,4218
2006-03-03,0,0.76705,4219
2006-03-06,0,0.76875,4220
2006-03-07,0,0.77085,4221
2006-03-08,0,0.77075,4222
2006-03-09,0,0.76705,4223
2006-03-10,0,0.75805,4224
2006-03-13,0,0.75395,4225
2006-03-14,0,0.7539,4226
2006-03-15,0,0.75295,4227
2006-03-16,0,0.751175,4228
2006-03-17,0,0.7526,4229
2006-03-20,0,0.75265,4230
2006-03-21,0,0.75325,4231
2006-03-22,0,0.75305,4232
2006-03-23,0,0.7518,4233
2006-03-24,0,0.7527,4234
2006-03-27,0,0.75505,4235
2006-03-28,0,0.75225,4236
2006-03-29,0,0.75625,4237
2006-03-30,0,0.756825,4238
2006-03-31,0,0.75125,4239
2006-04-03,0,0.74925,4240
2006-04-04,0,0.75425,4241
2006-04-05,0,0.7516,4242
2006-04-06,0,0.7511,4243
2006-04-07,0,0.7473,4244
2006-04-10,0,0.746,4245
